Data_Hora,IdTweet,Tweet,Candidato,Tweet_limpo
2022-07-30 23:17:42+00:00,1553520238322393102,"@senadorhumberto @CamiloSantanaCE @elmanofreitaspt @LulaOficial Eu amo o meu País.
❤️ Bolsonaro ❤️
Ganha no primeiro turno 💕 https://t.co/9bypwi7ZMW",Lula,    eu amo o meu país.❤️ bolsonaro ❤️ganha no primeiro turno 💕 
2022-07-30 23:17:42+00:00,1553520237961691146,@ThiagoResiste @eugilson É Lula Presidente!,Lula,  é lula presidente!
2022-07-30 23:17:41+00:00,1553520234740449281,@folha Concordo plenamente com o lula pq a globo pode muito bem fazer fez no passado para destruir Lula,Lula, concordo plenamente com o lula pq a globo pode muito bem fazer fez no passado para destruir lula
2022-07-30 23:17:41+00:00,1553520234702716928,Lula: “Não tem justificativa o Brasil com 33 milhões de pessoas passando fome” https://t.co/H8ATEGYKXH #LulaEoPTReconstruirOBrasil,Lula,lula: “não tem justificativa o brasil com 33 milhões de pessoas passando fome”  
2022-07-30 23:17:40+00:00,1553520229870870528,"@LulaOficial @dilmabr E vais perder pra ele, pois o adjetivo q te chamam, Brasil afora, ñ podem chamá-lo. Ele é honesto 
Bolsonaroreeleito 💪👉🇧🇷",Lula,"  e vais perder pra ele, pois o adjetivo q te chamam, brasil afora, ñ podem chamá-lo. ele é honesto bolsonaroreeleito 💪👉🇧🇷"
2022-07-30 23:17:39+00:00,1553520224409985024,@LulaOficial Muda o disco. Só os idiotas acreditam em vc,Lula, muda o disco. só os idiotas acreditam em vc
2022-07-30 23:17:38+00:00,1553520220391804946,"@Fernanda217912 @jasonptodd @SF_Moro O lula e investigado desde 2005 pelo Moro, só ele contratou 3 empresas de auditoria. Lula foi condenado por (ato indeterminado). Nem Moro sabe pq rsrsrsr",Lula,"   o lula e investigado desde 2005 pelo moro, só ele contratou 3 empresas de auditoria. lula foi condenado por (ato indeterminado). nem moro sabe pq rsrsrsr"
2022-07-30 23:17:37+00:00,1553520216243638272,"Gente pra c**. ""Lula não pode sair à rua"". Sabem nada. https://t.co/Z8UHCtg3C1",Lula,"gente pra c**. ""lula não pode sair à rua"". sabem nada. "
2022-07-30 23:17:37+00:00,1553520216096768000,"@SofiaManzanoPCB Conta outra, nunca apoiou a candidatura do Lula, menos né, dona?! Vai lá, continuaremos na mesma democracia que sempre defendemos, seja candidata. Humph🙄",Lula," conta outra, nunca apoiou a candidatura do lula, menos né, dona?! vai lá, continuaremos na mesma democracia que sempre defendemos, seja candidata. humph🙄"
2022-07-30 23:17:36+00:00,1553520214687506434,@LulaOficial @dilmabr 14 anos não conseguiu kkkkkk vocês deveriam ter vergonha de postar tanta merda!,Lula,  14 anos não conseguiu kkkkkk vocês deveriam ter vergonha de postar tanta merda!
2022-07-30 23:17:36+00:00,1553520212292542464,Lula vai revogar todos sigilos de 100 anos de Bolsonaro https://t.co/AAIT9qVgLG,Lula,lula vai revogar todos sigilos de 100 anos de bolsonaro 
2022-07-30 23:17:35+00:00,1553520210644287494,"Nome mais falado na boca dos bolsonaristas: ADÉLIO 

Nome mais falado na boca dos ciristas: GEDDEL

Nome mais falado na boca dos petistas: LULA 

Só pra você entender que a militância faz toda diferença em uma campanha eleitoral 

#LulaNoPrimeiroTurno",Lula,nome mais falado na boca dos bolsonaristas: adélio nome mais falado na boca dos ciristas: geddelnome mais falado na boca dos petistas: lula só pra você entender que a militância faz toda diferença em uma campanha eleitoral 
2022-07-30 23:17:35+00:00,1553520209042063368,@AndreJanonesAdv Precisamos de você  André janones mesmo que seja junto com o Lula,Lula, precisamos de você  andré janones mesmo que seja junto com o lula
2022-07-30 23:17:35+00:00,1553520208287092737,"@LulaOficial Quem não consegue andar no meio do povo é você.
https://t.co/7G7gCKfhAe",Lula, quem não consegue andar no meio do povo é você.
2022-07-30 23:17:34+00:00,1553520205279764488,"@LulaOficial Andou de camburão, que é o mais certo",Lula," andou de camburão, que é o mais certo"
2022-07-30 23:17:34+00:00,1553520202888904704,"@marcelo_semer @zehdeabreu É um Verme... Um dos causadores do sofrimento dos brasileiros através de seu fundamental apoio ao Bolsonaro tirando o @LulaOficial das eleições de 2018. Aprendeu na prática quem é o verdadeiro corrupto miliciano deste país.
#Lula #Lula13 #LulaNoPrimeiroTurno",Lula,  é um verme... um dos causadores do sofrimento dos brasileiros através de seu fundamental apoio ao bolsonaro tirando o  das eleições de 2018. aprendeu na prática quem é o verdadeiro corrupto miliciano deste país.  
2022-07-30 23:17:33+00:00,1553520199038603264,@tati_pelomundo @SabrinaMatsuna @renancalheiros @LulaOficial Do Tasso Jereissati certamente não é… @Josie_Melo,Lula,    do tasso jereissati certamente não é… 
2022-07-30 23:17:32+00:00,1553520196542939136,"@FilipeMontes @PrmRicardo @lucc_alp @PedroRonchi2 História eh? o que vc sabe do MEC nesta gestão PT? o que mudaram nos livros de histórias? Regime militar foi ditadura, Lula tirou milhões da pobreza, Lula pagou o FMI, continua ... corre atrás de outro petista p vc conversar, eu tenho 70a e vivi a história.",Lula,"    história eh? o que vc sabe do mec nesta gestão pt? o que mudaram nos livros de histórias? regime militar foi ditadura, lula tirou milhões da pobreza, lula pagou o fmi, continua ... corre atrás de outro petista p vc conversar, eu tenho 70a e vivi a história."
2022-07-30 23:17:31+00:00,1553520194034753536,"@LulaOficial Loola, veja o recado!!! https://t.co/88YDRGUFVR",Lula," loola, veja o recado!!! "
2022-07-30 23:17:31+00:00,1553520192369688578,"O Manifesto do Direito via USP, com 500 mil assinaturas, é a pá de cal no aloprado e imaginário golpe de Bolsonaro, a burguesia paulista reconhece a vitória de Lula como melhor opção que a atual dinastia no poder. Moro desponta para o anonimato. O país volta a maio de 2013.",Lula,"o manifesto do direito via usp, com 500 mil assinaturas, é a pá de cal no aloprado e imaginário golpe de bolsonaro, a burguesia paulista reconhece a vitória de lula como melhor opção que a atual dinastia no poder. moro desponta para o anonimato. o país volta a maio de 2013."
2022-07-30 23:17:31+00:00,1553520191065276420,@marceltsoares @SF_Moro Eu não voto em Lula.,Lula,  eu não voto em lula.
2022-07-30 23:17:30+00:00,1553520189509099521,@JeffersonL95 @CarolDeToni LULA PRESIDENTE E HADDAD GOVERNADOR PELA GLÓRIA E HONRA DO NOSSO SENHOR JESUS CRISTO 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️,Lula,  lula presidente e haddad governador pela glória e honra do nosso senhor jesus cristo 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️
2022-07-30 23:17:29+00:00,1553520183913881602,A Postagem | Lula se transforma em pesadelo para Moro e o ex-juiz vira chacota nas redes sociais https://t.co/AeaSDwQiMN,Lula,a postagem | lula se transforma em pesadelo para moro e o ex-juiz vira chacota nas redes sociais 
2022-07-30 23:17:29+00:00,1553520183544893441,@nonoinvestidor @LulaOficial @ricardostuckert A empreiteira paga... De novo.,Lula,   a empreiteira paga... de novo.
2022-07-30 23:17:29+00:00,1553520183498752000,"@reinaldoazevedo PT é suspeito de ligação com o PCC
LULA líder do maior esquema de corrupção
A favor do aborto
A favor q roubem seu celular p tomar cervejinha 
A favor da liberação das drogas
É responsável pela divisão no país entre, pretos, brancos,gays, homens, mulheres
#CapitaoNoPrimeiroTurno https://t.co/LVc8Iko6fY",Lula," pt é suspeito de ligação com o pcclula líder do maior esquema de corrupçãoa favor do abortoa favor q roubem seu celular p tomar cervejinha a favor da liberação das drogasé responsável pela divisão no país entre, pretos, brancos,gays, homens, mulheres#capitaonoprimeiroturno "
2022-07-30 23:17:28+00:00,1553520181049270272,@CamiloSantanaCE @ricardostuckert @LulaOficial @elmanofreitaspt https://t.co/FOSewXvrgk Votem,Lula,     votem
2022-07-30 23:17:28+00:00,1553520178654224394,@renancalheiros @fgddamaceno @LulaOficial https://t.co/3fD4ebPzKy,Lula,   
2022-07-30 23:17:27+00:00,1553520176280309761,@renancalheiros @LulaOficial tu és um grande fdp,Lula,  tu és um grande fdp
2022-07-30 23:17:26+00:00,1553520171138121736,@senadorhumberto @LulaOficial https://t.co/9GkK1n0X51,Lula,  
2022-07-30 23:17:26+00:00,1553520170743857152,@xicosa Isso vai passar. Assim que o Lula voltar...,Lula, isso vai passar. assim que o lula voltar...
2022-07-30 23:17:25+00:00,1553520166591504385,@RTaokey @LulaOficial @ricardostuckert A estrela cadente. 🤡🤡🤡🤡🤡🤡🤡🤡,Lula,   a estrela cadente. 🤡🤡🤡🤡🤡🤡🤡🤡
2022-07-30 23:17:25+00:00,1553520165647794177,@LulaOficial Roubou e Roubou,Lula, roubou e roubou
2022-07-30 23:17:24+00:00,1553520163797999616,"@renancalheiros @viccommie @LulaOficial Democracia. Kkkk
Bolsonaro é o eleito do povo. https://t.co/sZMXmoxhLG",Lula,   democracia. kkkkbolsonaro é o eleito do povo. 
2022-07-30 23:17:24+00:00,1553520162799763458,"@SF_Moro É biografado, seu erro foi achar que era mais popular que Bolsonaro, a terceira via babou, a indicação para o STF, se deixou levar pelos outros e se Lula ganhar pode acabar sendo preso, que situação difícil.",Lula," é biografado, seu erro foi achar que era mais popular que bolsonaro, a terceira via babou, a indicação para o stf, se deixou levar pelos outros e se lula ganhar pode acabar sendo preso, que situação difícil."
2022-07-30 23:17:24+00:00,1553520161604395008,Faltam 64 dias para votar em Lula presidente sem medo de ser feliz DE NOVO ❤️ 13 ❤️. #LulaBrasil #LulaPresidente13 #LulaPresidente #LulaNo1oTurno @lulaoficial @fernandohaddadoficial https://t.co/dorRIbwcas,Lula,faltam 64 dias para votar em lula presidente sem medo de ser feliz de novo ❤️ 13 ❤️.       
2022-07-30 23:17:23+00:00,1553520157947052033,"@noahshuster Agora eu pergunto o seguinte...Em quem governando o país, vc acredita que tem mais chance de alterar esse modus operandi de cartório ? lula ou Bolsonaro ?",Lula," agora eu pergunto o seguinte...em quem governando o país, vc acredita que tem mais chance de alterar esse modus operandi de cartório ? lula ou bolsonaro ?"
2022-07-30 23:17:22+00:00,1553520156529332226,@kimpaim Kim d”.” paim + lula =13,Lula, kim d”.” paim + lula =13
2022-07-30 23:17:22+00:00,1553520156483125259,@LulaOficial https://t.co/t5dxAFDPHr,Lula, 
2022-07-30 23:17:22+00:00,1553520154948034560,@geraldoalckmin @LulaOficial @PSBNacional40 @ptbrasil @csiqueirapsb Querendo botar as mãos na merenda kkkkkk,Lula,     querendo botar as mãos na merenda kkkkkk
2022-07-30 23:17:22+00:00,1553520153832333315,"@rosangelamorosp Que coisa triste (para não dizer patética) alguém montar uma plataforma política com base no contra e não na construção de proposições que remetam a alternativas factíveis de transformação da realidade.
Ela é contra Lula e o PT e pronto!",Lula, que coisa triste (para não dizer patética) alguém montar uma plataforma política com base no contra e não na construção de proposições que remetam a alternativas factíveis de transformação da realidade.ela é contra lula e o pt e pronto!
2022-07-30 23:17:32+00:00,1553520196110917633,@jairbolsonaro Famoso gadogram,Bolsonaro, famoso gadogram
2022-07-30 23:17:32+00:00,1553520195670622208,"@Pauloeuaqui1 @jairbolsonaro Quem tem medo é o presidiário do PT, aquele lá chefe da gangue que roubou BILHÕES da Petrobras!",Bolsonaro,"  quem tem medo é o presidiário do pt, aquele lá chefe da gangue que roubou bilhões da petrobras!"
2022-07-30 23:17:31+00:00,1553520194328330242,"Fugir para os EUA,com certeza não vai garantir nenhuma liberdade para o Bolsonaro e família. https://t.co/DdPrbRXR9f",Bolsonaro,"fugir para os eua,com certeza não vai garantir nenhuma liberdade para o bolsonaro e família. "
2022-07-30 23:17:31+00:00,1553520193506271232,@Antnio3070 @MarcioM61326104 @adinaelsilva @Alexandre30k @ManesAlexandre @Nuu0204 @Valdirene4971 @EdneiaScanto @Melkpsobrinho @BergMartins14 @CameloJubeni @alvesmimar3 @vanice_a @nefertiti2022 @BetoBrasilRJ @RE_BOLSONARO SDV 💯%🇧🇷,Bolsonaro,                sdv 💯%🇧🇷
2022-07-30 23:17:31+00:00,1553520192369688578,"O Manifesto do Direito via USP, com 500 mil assinaturas, é a pá de cal no aloprado e imaginário golpe de Bolsonaro, a burguesia paulista reconhece a vitória de Lula como melhor opção que a atual dinastia no poder. Moro desponta para o anonimato. O país volta a maio de 2013.",Bolsonaro,"o manifesto do direito via usp, com 500 mil assinaturas, é a pá de cal no aloprado e imaginário golpe de bolsonaro, a burguesia paulista reconhece a vitória de lula como melhor opção que a atual dinastia no poder. moro desponta para o anonimato. o país volta a maio de 2013."
2022-07-30 23:17:30+00:00,1553520188544483328,Datafolha: Confiança nas urnas eletrônicas avança em meio a ataques de Bolsonaro https://t.co/PmLHQYMx2B,Bolsonaro,datafolha: confiança nas urnas eletrônicas avança em meio a ataques de bolsonaro 
2022-07-30 23:17:29+00:00,1553520184362778624,"@PatyNovaes2022 @PATRIOTABOLSON7 @zerorezende @alcidesdrummond @MajorVitorHugo @jairbolsonaro Guarda sua ladainha pra gente desinformada ,preconceituosa e negacionista...pq aqui amamos todos , principalmente os diferentes,na minha casa e na minha vida,todos são bem vindos,que religiosa é vc que exclui ???",Bolsonaro,"      guarda sua ladainha pra gente desinformada ,preconceituosa e negacionista...pq aqui amamos todos , principalmente os diferentes,na minha casa e na minha vida,todos são bem vindos,que religiosa é vc que exclui ???"
2022-07-30 23:17:28+00:00,1553520180214616064,@jairbolsonaro https://t.co/aFaHiP126D,Bolsonaro, 
2022-07-30 23:17:27+00:00,1553520175659491331,"BOLSONARO SE PERDE E ATACA FIESP, BANCOS E ATÉ ALIADOS [30 de julho de 2... https://t.co/KdC5zOGw2Y via @YouTube",Bolsonaro,"bolsonaro se perde e ataca fiesp, bancos e até aliados [30 de julho de 2...  via "
2022-07-30 23:17:27+00:00,1553520175630123016,@CarlaZambelli38 @jairbolsonaro 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,Bolsonaro,  🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
2022-07-30 23:17:26+00:00,1553520171377168386,@caio_barbieri @Metropoles Onde Bolsonaro chega os vagabundos correm! Esse deve ser mais um expurgado pelo povo esse ano. #CapitaoNoPrimeiroTurno,Bolsonaro,  onde bolsonaro chega os vagabundos correm! esse deve ser mais um expurgado pelo povo esse ano. 
2022-07-30 23:17:26+00:00,1553520169682714625,"@reinaldoazevedo 🚨ATENÇÃO, nesse fim de semana ocorre um evento de motociclistas em Brasília, o MotoWeek, com mais de 800 mil participantes, shows gratuitos, brindes, etc.

🚨Bolsonaro vai usar o evento pra tentar dizer que 31 de julho foi ""a maior motociata da história"" em Brasília!
ESPALHE! https://t.co/q69qE3SjbM",Bolsonaro," 🚨atenção, nesse fim de semana ocorre um evento de motociclistas em brasília, o motoweek, com mais de 800 mil participantes, shows gratuitos, brindes, etc.🚨bolsonaro vai usar o evento pra tentar dizer que 31 de julho foi ""a maior motociata da história"" em brasília!espalhe! "
2022-07-30 23:17:24+00:00,1553520164536205312,"@taoquei1 Se gritar ""pega ladrão"" não fica um meu irmão... &gt;&gt;&gt; Eduardo Cunha e Daniel Silveira sobem em palanque ao lado de Bolsonaro em SP https://t.co/w7REHhFSFd via 
@UOLNoticias
 
@UOL",Bolsonaro," se gritar ""pega ladrão"" não fica um meu irmão... &gt;&gt;&gt; eduardo cunha e daniel silveira sobem em palanque ao lado de bolsonaro em sp  via  "
2022-07-30 23:17:24+00:00,1553520163797999616,"@renancalheiros @viccommie @LulaOficial Democracia. Kkkk
Bolsonaro é o eleito do povo. https://t.co/sZMXmoxhLG",Bolsonaro,   democracia. kkkkbolsonaro é o eleito do povo. 
2022-07-30 23:17:24+00:00,1553520162799763458,"@SF_Moro É biografado, seu erro foi achar que era mais popular que Bolsonaro, a terceira via babou, a indicação para o STF, se deixou levar pelos outros e se Lula ganhar pode acabar sendo preso, que situação difícil.",Bolsonaro," é biografado, seu erro foi achar que era mais popular que bolsonaro, a terceira via babou, a indicação para o stf, se deixou levar pelos outros e se lula ganhar pode acabar sendo preso, que situação difícil."
2022-07-30 23:17:23+00:00,1553520159440109575,"@jairbolsonaro DEUS PELEJARÁ POR NÓS
AQUIETAI -VOS E SABEI QUE EU SOU DEUS
Operando DEUS QUEM IMPEDIRÁ
VEJA O LIVRAMENTO DE DEUS.",Bolsonaro, deus pelejará por nósaquietai -vos e sabei que eu sou deusoperando deus quem impediráveja o livramento de deus.
2022-07-30 23:17:23+00:00,1553520157947052033,"@noahshuster Agora eu pergunto o seguinte...Em quem governando o país, vc acredita que tem mais chance de alterar esse modus operandi de cartório ? lula ou Bolsonaro ?",Bolsonaro," agora eu pergunto o seguinte...em quem governando o país, vc acredita que tem mais chance de alterar esse modus operandi de cartório ? lula ou bolsonaro ?"
2022-07-30 23:17:23+00:00,1553520157074546688,"@heldersalomao Isso é o Bolsonaro saindo da pizzaria...
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣

https://t.co/FoRkPaqboM",Bolsonaro, isso é o bolsonaro saindo da pizzaria...🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
2022-07-30 23:17:22+00:00,1553520156164366337,@CNNBrasil AS FORÇAS ARMADAS PERTENCEM AO ESTADO BRASILEIRO E NÃO A BOLSONARO !!!,Bolsonaro, as forças armadas pertencem ao estado brasileiro e não a bolsonaro !!!
2022-07-30 23:17:22+00:00,1553520154545475584,@orlandosilva Bolsonaro ganhará no primeiro turno,Bolsonaro, bolsonaro ganhará no primeiro turno
2022-07-30 23:17:21+00:00,1553520151487725569,@MrP07855626 @0endemoniado @Leonard94955896 @gleisi @LulaOficial @CamiloSantanaCE @elmanofreitaspt ta falando do bolsonaro?,Bolsonaro,       ta falando do bolsonaro?
2022-07-30 23:17:21+00:00,1553520150300991488,@pingodocafe Corto uma possível amizade pela raíz. Depois de quase quatros de mortes e destruição do nosso país e essa pessoa ainda apoia bolsonaro? Não compartilhamos as mesmas éticas e princípios morais. Ponto final.,Bolsonaro, corto uma possível amizade pela raíz. depois de quase quatros de mortes e destruição do nosso país e essa pessoa ainda apoia bolsonaro? não compartilhamos as mesmas éticas e princípios morais. ponto final.
2022-07-30 23:17:20+00:00,1553520148203675649,@PauloMartins10 @jairbolsonaro @ratinho_jr Dale aliança!! Brasil!!,Bolsonaro,   dale aliança!! brasil!!
2022-07-30 23:17:20+00:00,1553520147159302144,@jairbolsonaro Não esqueçam do app Bolsonaro Tv. Centralização de todas as notícias. https://t.co/wBOQypYswY,Bolsonaro, não esqueçam do app bolsonaro tv. centralização de todas as notícias. 
2022-07-30 23:17:20+00:00,1553520144466546689,@jairbolsonaro Impostor.,Bolsonaro, impostor.
2022-07-30 23:17:18+00:00,1553520137952808960,"@lua15396151 Se for mesmo grave..o presidente marcelo pode intervir..mas tambem ha 15 dias teve no brasil, e o bolsonaro nao o quis receber, pois tinha estado com o lula..mas intervirá. Ate porque a familia dele mora no brasil...",Bolsonaro," se for mesmo grave..o presidente marcelo pode intervir..mas tambem ha 15 dias teve no brasil, e o bolsonaro nao o quis receber, pois tinha estado com o lula..mas intervirá. ate porque a familia dele mora no brasil..."
2022-07-30 23:17:17+00:00,1553520134563762182,"Para quem ainda não sabe!!! Bora lá reeleger o Presidente Bolsonaro assim como eleger Senadores, Deputados e Governadores indicados por ele!!! 💚💛💙🤍🇧🇷🇧🇷🇧🇷🇧🇷 

https://t.co/WyZULWVma8 

https://t.co/FUYTqEDKhu https://t.co/dsTLlAxUYh",Bolsonaro,"para quem ainda não sabe!!! bora lá reeleger o presidente bolsonaro assim como eleger senadores, deputados e governadores indicados por ele!!! 💚💛💙🤍🇧🇷🇧🇷🇧🇷🇧🇷   "
2022-07-30 23:17:17+00:00,1553520134370779136,@DaniloBalas @jairbolsonaro @tarcisiogdf @republicanos10 Cheiao...kkkkk,Bolsonaro,    cheiao...kkkkk
2022-07-30 23:17:16+00:00,1553520128725323779,"@marcofeliciano @jairbolsonaro Na época da Dilma era menos da metade. Mas, do q tu ta reclamando mesmo, se tu vai embora? Podia pelo menos pagar sua dentadura antes de ir, né?",Bolsonaro,"  na época da dilma era menos da metade. mas, do q tu ta reclamando mesmo, se tu vai embora? podia pelo menos pagar sua dentadura antes de ir, né?"
2022-07-30 23:17:14+00:00,1553520119493574663,@jairbolsonaro B22,Bolsonaro, b22
2022-07-30 23:17:13+00:00,1553520118243655680,"@ZurockV @Amplificador_ Que povo feio! Meus Deus! Kkkkk só o chorume. Tudo que não presta, odeia Bolsonaro. Graças a Deus!",Bolsonaro,"  que povo feio! meus deus! kkkkk só o chorume. tudo que não presta, odeia bolsonaro. graças a deus!"
2022-07-30 23:17:13+00:00,1553520116100468736,"73% DIZEM QUE HÁ #CORRUPÇÃO
NO GOVERNO BOLSONARO PESQUISA DATA FOLHA.
DEPUTADO FEDERAL
PIMENTA CORAGEM DE VERDADE! #LulaEoPTReconstruirOBrasil https://t.co/jQaZZto8Bt",Bolsonaro,73% dizem que há  governo bolsonaro pesquisa data folha.deputado federalpimenta coragem de verdade!  
2022-07-30 23:17:12+00:00,1553520112438747138,@bibonunes1 @jairbolsonaro PIX FOI DESENVOLVIDO NO GOVERNO TEMER,Bolsonaro,  pix foi desenvolvido no governo temer
2022-07-30 23:17:11+00:00,1553520108441636865,Eu estava errado sobre a legitimidade de Bolsonaro https://t.co/sG9iVfcwEK via @Poder360 Esse corrupto mentiroso é a vergonha do Brasil.,Bolsonaro,eu estava errado sobre a legitimidade de bolsonaro  via  esse corrupto mentiroso é a vergonha do brasil.
2022-07-30 23:17:09+00:00,1553520101437186052,"@CarlaZambelli38 @jairbolsonaro Eu amo o meu País.
❤️ Bolsonaro ❤️
Ganha no primeiro turno 💕 https://t.co/9bypwi7ZMW",Bolsonaro,  eu amo o meu país.❤️ bolsonaro ❤️ganha no primeiro turno 💕 
2022-07-30 23:17:09+00:00,1553520099822370818,"@PedroRonchi2 País com menos homicídios, economia crescendo, apoio ao agro, não passou pautas de costumes da esquerda, não liga pros ambientalistas histéricos, defendeu a soberania na Amazônia e fez o orgulho de ser brasileiro voltar. Sou cristão, conservador e estou com Bolsonaro.",Bolsonaro," país com menos homicídios, economia crescendo, apoio ao agro, não passou pautas de costumes da esquerda, não liga pros ambientalistas histéricos, defendeu a soberania na amazônia e fez o orgulho de ser brasileiro voltar. sou cristão, conservador e estou com bolsonaro."
2022-07-30 23:17:08+00:00,1553520095150108672,As Forças Armadas são par defender o Brasil e não atender loucuras de Bolsonaro.,Bolsonaro,as forças armadas são par defender o brasil e não atender loucuras de bolsonaro.
2022-07-30 23:17:08+00:00,1553520094029946880,"@LucianoHangBr @jairbolsonaro Véio quando vc nasceu deve ter sido pelo cool, não é possível ser tão bosta desse jeito",Bolsonaro,"  véio quando vc nasceu deve ter sido pelo cool, não é possível ser tão bosta desse jeito"
2022-07-30 23:17:06+00:00,1553520088829120521,@marcofeliciano @jairbolsonaro Bolsonaro foi em algum debate?,Bolsonaro,  bolsonaro foi em algum debate?
2022-07-30 23:17:05+00:00,1553520084618022913,@FlavioBolsonaro @jairbolsonaro @tarcisiogdf O que um Datafolha não faz hem rachadinha.🤣🤣😂🤣,Bolsonaro,   o que um datafolha não faz hem rachadinha.🤣🤣😂🤣
2022-07-30 23:17:00+00:00,1553520064028090369,"@PontiniSandra O PT estava preparando os brasileiros para se desapegarem de sua pátria.
Próximo passo seria criar uma nação Latina onde nós brasileiros entraríamos com nossas riquezas, nossa vontade de trabalhar e nosso jeito de resolver as coisas.

Seríamos escravos...

Não fosse Bolsonaro...",Bolsonaro," o pt estava preparando os brasileiros para se desapegarem de sua pátria.próximo passo seria criar uma nação latina onde nós brasileiros entraríamos com nossas riquezas, nossa vontade de trabalhar e nosso jeito de resolver as coisas.seríamos escravos...não fosse bolsonaro..."
2022-07-30 23:17:00+00:00,1553520063575121921,"""kkkkkk oloco Bolsonaro"" https://t.co/p0R7d8ncRm",Bolsonaro,"""kkkkkk oloco bolsonaro"" "
2022-07-30 23:17:00+00:00,1553520063055101953,@Astro_Pontes @tarcisiogdf @jairbolsonaro estamos juntos 💪🏾🇧🇷,Bolsonaro,   estamos juntos 💪🏾🇧🇷
2022-07-30 23:16:58+00:00,1553520055341797378,Bolsonaro no 1°Turno 🇧🇷 https://t.co/sdvRjf82Ly,Bolsonaro,bolsonaro no 1°turno 🇧🇷 
2022-07-30 23:16:58+00:00,1553520052770463744,@jairbolsonaro Parabéns @LulaOficial poe levar prosperidade ao Nordeste. Agora vc @jairbolsonaro só sabe gozar com pau dos outros.,Bolsonaro, parabéns  poe levar prosperidade ao nordeste. agora vc  só sabe gozar com pau dos outros.
2022-07-30 23:16:56+00:00,1553520045673877505,@delegadoramagem @jairbolsonaro O povo quer comina no prato e não desfile!,Bolsonaro,  o povo quer comina no prato e não desfile!
2022-07-30 23:16:56+00:00,1553520043778052097,@MARCOAPRAMOS @Capitaoitamar @LulaOficial Lula vencerá de nuevo. Abajo Bolsonaro asesino,Bolsonaro,   lula vencerá de nuevo. abajo bolsonaro asesino
2022-07-30 23:16:55+00:00,1553520040644845571,@boeboeme @matheuscasanho @Lfmacielmg @LulaOficial Fracassado. Bolsonaro não tem a mesma força de 2018. Aumentou com o melhor curriculum. #Bolsonarodenovo,Bolsonaro,    fracassado. bolsonaro não tem a mesma força de 2018. aumentou com o melhor curriculum. 
2022-07-30 23:16:55+00:00,1553520040481259521,"@LulaOficial O Nordeste ama o Bolsonaro.
https://t.co/TBnqrQHoEz",Bolsonaro, o nordeste ama o bolsonaro.
